document_id,paragraph_id,doc_str,term_count
02_004_22c_092,6,weird thing good weird kind realize crap think things class class class twenty think like ways get students tasks make take personal kids end day adult get distracted,21
02_004_22c_092,7,nice job calm good attitude teachers want come mean positive give specific firm set instructions nobody's think harsh anything good place demeanor first scenario best thing kind try implement next gray area precise language kids moment excited see give try ready round,34
02_004_22c_092,9,conversation restart beginning objective length start students stop minutes,8
02_004_22c_092,10,start name,1
02_004_22c_092,11,start way brand fresh attempt let begin simulation,6
02_004_22c_100,1,tell feel give thoughts vent,3
02_004_22c_100,2,anything like say matter,2
02_004_22c_100,3,fair question worth classroom interruptions misbehavior escalates reality class conversation kind help collapse escalate kind ridiculousness thing cannot overstate misbehavior name kids topic task objective name clear objective try talk like engage sure talk objective great practice minutes specificity redirection sure correct student precise firm language let students think important,43
02_004_22c_100,4,specific room interpretation give inch take mile,3
02_004_22c_100,5,scenario couple times say something boy say something think kind back forth seem little bit absurd truth kids lot different behavioral norms classroom former classes classes situations good sense appropriate room student use precise love language possible let know instance something please stop impersonation stop return conversation think think,45
02_004_22c_100,6,specific words kind paniced,3
02_004_22c_100,7,hard something back forth conversation hard spot like make right decision goals eliminate room response room ambiguity try end conversation possible let stop way firm direct like mean dictatorial anything nice balance initial simulation practice something ridiculous respond way specific,32
02_004_22c_100,9,start teach way,3
02_004_22c_100,10,go best students possible please stop book rest classroom,7
02_004_22c_100,11,sir thank great behavior want perfect behavior try second round simulation conversation beginning give shot questions round,16
02_004_22c_100,12,questions,1
02_004_32c_014,1,feel,1
02_004_32c_014,2,hard hard,2
02_004_32c_014,3,kind awkward sometimes laughs hard,3
02_004_32c_014,4,start one mistakes parents kid best,4
02_004_32c_014,5,right,1
02_004_32c_014,6,hard job parents lives kids important,4
02_004_32c_014,9,um strength overall simulation rapport dad back half meeting important opportunities parent conference establishment relationship feel business tell much daughter human life dad challenges kind understand child's agent great job afraid like lean opportunity talk dad kind say help want share fine great work thing bring rapport conversation like bring strengths detailed way outset meeting super important value sort deficits areas concern way create warmth meeting little bit,40
02_004_32c_014,11,give examples start meeting kind get let tell way start strengths details give,8
02_004_32c_014,12,say something thank say book report outstanding love use z,8
02_004_32c_014,13,yes details super useful thing great reader sort go details know creative loves fiction book biology read report kind help give sense know daughter way sort say show expertise passion area talk social behavior kind segue concerns chit first minute relationship remember times get meet person face face happen kind happen help fact kind awkward defensive blame,34
02_004_32c_014,15,opportunity sort say remember thriving areas class come foundation strength kind practice advice mind awkward lines something experience difference lot experience rely rely katie's strengths respond hard go strengths ways try kind use opportunity build bridge right kind tension,27
02_004_32c_014,16,correct first year teacher awesome student work way first year great person ask questions shoot ideas make feel first year teacher,19
02_004_32c_014,17,perfect sort class much learn expert child something way wonderful way think parent conferences foundation warm positive happy come opportunity matter minutes,14
02_004_32c_014,18,ok,1
02_004_32c_014,19,questions go,1
02_004_32c_014,20,laughs,1
02_004_32c_014,21,yay,0
03_004_12c_002,1,feel,1
03_004_12c_002,2,good bit uh questions kind hang,5
03_004_12c_002,3,something students nervous think nervous like think textual evidence good job think give textual evidence today's coaching session focus next simulation focus students incorrect answer,32
03_004_12c_002,5,students answer correct fix misunderstanding build culture mistakes teachers students mistakes,14
03_004_12c_002,6,right answer right answer answer incorrect right steps guide text things order find correct answer,19
03_004_12c_002,7,model feeling new job feeling excited new job incorrect answer follow evidence text tell give evidence text new job give side text know follow evidence text feeling different evidence text feeling give second opportunity go text find textual evidence,49
03_004_12c_002,9,second opportunity evidence text tell something different guide paragraph paragraph learn recap text paragraph practice practice put chat read give incorrect answer response evidence text tell evidence text tell something different think learn think,43
